ident,latitude,longitude
GL086,-22.6267,-43.07949444
UTNON,-29.73181667,-53.52294444
MUMEP,-4.291111111,-44.70138889
TAU06,-23.02080556,-45.48904444
VT074,-20.20859722,-40.24238889
DO009,-22.06566667,-54.80733333
ASIMU,-5.66665,-54.24274444
ANRAN,-23.1606,-45.93599167
GENAT,2.509697222,-55.34125556
TIMRI,-12.854375,-38.49970556
NEDOK,-17.21057222,-55.15803889
CB004,-22.959,-42.26083333
LOMIG,-0.672363889,-65.178825
JU030,-7.200241667,-39.31975278
RENEV,-19.01688333,-48.05625278
PAGEV,-26.028625,-48.81640556
MS022,-4.950841667,-37.247575
NIPNU,-24.007425,-50.27253889
IT019,-18.40509167,-49.22626389
CX002,-29.01266667,-51.39133333
CX211,-29.16863611,-51.21920278
OTAFO,-15.82559167,-47.37725833
SN368,-2.295,-54.59916667
GL033,-22.64609908,-43.35608572
AN008,-16.02044444,-48.79005556
TESAG,-19.43833333,-43.6565
GP366,-21.86202778,-48.40341667
RJ021,-23.15847961,-43.99527319
UTPAT,-25.86200556,-49.07241944
IKG01,-7.227069444,-35.956775
ENLOV,-23.05008056,-45.91748333
GR736,-23.12514167,-46.95181389
DOKLU,-14.9025,-38.71066667
ILVOR,-26.41154444,-48.58268056
NELUP,-25.8345,-53.81933333
GM009,-10.78799444,-64.82444444
TOLUD,-19.37139458,-41.26674829
MULUK,-1.234444444,-53.10611111
BERLI,-23.64366667,-52.05366667
EDPEM,-3.167530556,-60.33143889
GR288,-23.25259167,-46.79805556
VAMIL,-9.408333333,-44.16566667
UTNIB,-3.62745,-57.31293056
ASGUB,-0.218777778,-67.04953333
BVI02,2.821908333,-60.73151944
SURCA,-3.438541667,-64.64978333
TERIN,-4.299902778,-38.52058889
TF012,-3.482930556,-64.52840556
PP212,-22.38401389,-55.63744167
UASCA,-8.853855833,-63.99585167
SIAPA,-8.378,-35.5545
LJ008,-27.83038611,-50.24725556
LOKAM,-23.12075556,-46.92066667
BW018,-15.69841944,-52.18203333
NF157,-27.16715278,-49.28030278
TODLI,-18.21333889,-48.12775278
KUKAR,-4.034325,-64.80079167
SURLO,-19.7997,-43.79958889
NUPAR,-2.551166667,-55.472
SMA04,-29.71026389,-53.70388333
JE008,-3.030052778,-40.60492222
RJ903,-22.90226111,-43.12122778
AX367,-19.38,-47.15433333
GIKDA,-29.66335,-53.89639167
MOTLO,-22.41206595,-46.84863396
DANKU,-19.67835,-42.90635556
NT393,-6.036416667,-35.05516667
UTMIP,-22.75201944,-43.02855556
PK014,-31.72245278,-52.33245
AKNUB,-24.49416667,-44.573
VUROS,-21.33283333,-43.38416667
GP042,-21.79646111,-48.40458611
IBDOD,-27.60110278,-48.67177778
BUVRO,-27.00733611,-48.86130556
SP072,-23.33551667,-47.42850278
PUBGI,-29.02688333,-51.58882222
PAPEL,-4.485333333,-43.15766667
SP099,-23.77674722,-46.68135833
DEUCA,-20.48965026,-44.77086779
GP367,-21.50044444,-48.40988889
GR253,-23.26875556,-46.44343333
LIXEP,-22.62992778,-43.67816389
UGTIX,-23.28122222,-47.2288
EGONI,-18.00083333,-50.02966667
TCA40,-23.4408,-45.6475
AKSOP,-23.89442778,-49.95494167
TCA26,-20.5358,-44.2834
QI014,1.955386111,-60.95064444
SM016,-29.61578889,-53.63415833
DOKBA,-26.57111111,-54.81555556
VURTO,-22.9825,-38.82083333
MEXUD,-22.57850556,-51.31652778
RJ117,-22.88236389,-43.36337222
UTGIB,-19.06509722,-52.61883333
JV305,-26.16386111,-48.80708333
BR003,-15.87508333,-48.107
MG283,-23.522075,-51.76240556
MULEM,-26.17705556,-48.98096389
BUXAT,-20.24354444,-39.96026667
TT013,-4.372461111,-69.68479722
DONRA,-5.754193167,-35.4625
BR052,-16.05816667,-47.66383333
OPLOG,-5.285152778,-48.67257778
LUTNU,-28.40089722,-55.58108611
FN374,-3.858083333,-32.37633333
CF048,-19.63933333,-43.96366667
ABREU,2.802808333,-60.77506111
CXS10,-29.28565833,-51.21191389
GL018,-22.87110556,-43.09725556
ANBUP,-9.016508333,-63.65025833
VURIL,-19.13444444,-36.84055556
BRASA,-24.26245833,-50.30505556
SIPIN,-20.11915556,-44.02893056
CF033,-19.25937778,-43.82199444
IAG01,-29.99458889,-51.18301944
PACAI,-2.467166667,-50.66266667
VUGBO,-30.0935,-50.9305
ARNUB,-6.260669444,-69.20050278
VT053,-20.323425,-40.07299861
GR249,-23.07199444,-47.08145
KP107,-23.098175,-47.00759722
FIGOS,-21.45416667,-53.47583333
FRIAS,-23.30230278,-45.54756944
RJ241,-22.88566667,-43.11319444
PUGBU,-23.39547222,-47.07358889
UA014,-0.292519444,-66.79401389
VAGAL,-29.12523056,-50.69570556
VUNOK,-2.638055556,-33.50888889
POVLA,4.177048618,-62.43685749
TIMBO,-21.54724722,-41.59853611
PJ008,-10.19267222,-48.50733056
JI022,-10.70133056,-61.80016944
DEXAK,-25.15273056,-53.65942778
ASKAV,-22.32365833,-42.922425
NT361,-5.685611111,-35.30547222
SP104,-23.73713889,-46.64777778
KOVTO,-4.838833333,-65.803
UR463,-19.61486111,-48.06013889
KORNI,-3.901927778,-64.60153889
TS004,2.250688889,-55.76910556
MQ002,0.056680556,-51.06475
CY010,-15.42051854,-56.24008096
UBTAR,-27.20331389,-49.40942778
USVAG,-20.69483333,-40.8205
IBR01,-15.86711667,-47.97927222
ST026,-23.91719722,-46.45969722
GILVU,-23.04238889,-47.841025
ASBUV,-26.32781667,-48.65436389
GR254,-23.27056389,-46.30651667
ESMUB,-27.81387778,-48.27346667
RB006,-9.919833333,-67.97316667
UMLEX,-23.74564722,-51.69178611
DAKUD,-25.66095556,-49.04448056
DIGIN,-8.660502778,-70.52833611
VT068,-20.09313056,-40.22468611
ESDON,-29.48575556,-51.01599722
UBNID,-23.21139444,-49.38789722
TT002,-4.174205556,-70.11108333
SP118,-23.82242778,-46.52103056
NEBED,-6.020277778,-61.27777778
BE402,-1.181,-48.366
GEDOV,-1.905194444,-66.54051667
KOLDU,-24.62129444,-49.16579167
TD016,-24.411875,-53.69333611
AKPIG,-31.19423056,-53.6809
CN906,-17.82952778,-48.85738889
ILVIS,1.566287662,-60.05055135
ILSUB,-2.030166667,-60.165
ESKUK,-20.03788889,-40.14216667
ME046,-22.20276111,-41.82950278
MUDAT,-25.98697222,-50.13076944
GEVGO,-0.576927778,-66.83394167
VT091,-20.33374167,-40.32005556
KOTIL,-25.84209444,-49.82198333
REDID,-11.0607164,-36.62612714
JV036,-26.33366667,-48.64633333
ML006,-22.28566667,-49.949
PUPRO,-21.7375,-41.34616667
SVD13,-12.92134167,-38.38625556
KIBUP,-0.553894444,-65.40804722
MUBOX,-30.5585,-51.00066667
SUSTU,-4.428316667,-69.92606944
MN016,-3.103175,-59.81525833
CB007,-22.8625,-41.777
FZ383,-3.831,-38.32816666
CXS03,-29.28788889,-51.21250833
VG372,-21.50438889,-45.43841667
CN013,-17.71797778,-48.58925278
RJ111,-22.93113056,-43.1395
UR462,-19.68655556,-48.01463889
ARPOK,-24.96792222,-49.67680833
ANPIR,-5.832666667,-16.7335
VUTBU,-23.48971111,-46.68921667
MAVKO,5,-40
JU021,-7.652666667,-39.3975
LB008,-22.06086111,-39.97563056
UTKOM,-23.87618889,-46.87911667
MA006,-5.427666667,-49.2095
BOLIN,-22.51063333,-46.73181111
AG006,-22.97418889,-44.31659444
GM013,-10.74265,-65.29552222
AT014,-9.644725,-56.11610556
UGPOP,-23.08933333,-44.93683333
RJ948,-22.8562,-43.12088611
TOBDO,-25.41077222,-49.2776
SELMU,-17.30616667,-49.21966667
ESMUT,-4.225555556,-49.77055556
SC007,-22.8145,-43.66183333
XOLUG,-21.48408889,-51.93048056
ISUGI,-5.107166667,-38.51516667
PULUR,-10.981375,-37.14820833
UBLUP,-14.67555,-40.48314444
TCA50,-6.15845,-50.2152
GELAG,-3.200688889,-59.79111389
SP074,-23.59827778,-46.75020278
BV014,2.868311111,-60.64715
IH013,-4.12885,-55.814475
LOGES,-20.21083333,-39.5775
ETIBI,-8.179122222,-34.78197222
EMAKE,-2.258166667,-54.17283333
UKBEL,-5.120833333,-62.46033333
MI006,-22.82064722,-42.66300833
RC011,-22.00375,-39.9435
TOKUP,-8.492861111,-35.49686111
UBNAL,-20.605425,-54.81040556
PA009,-29.99033611,-51.37850278
PJ033,-9.984944444,-48.33000556
RJ907,-22.91652222,-43.16243889
ARE01,-22.17028611,-49.06848889
LOGOX,-4.884,-38.78116667
AKPID,-7.587077778,-72.67620833
JP011,-7.216,-34.8835
VUKEB,-4.930166667,-69.67716667
XUXOM,-20.43416667,-40.27027778
ROKOR,-21.88036944,-52.27188889
GR256,-23.62205278,-47.73306389
DULIA,-25.40222778,-47.57598333
EPGOM,-3.372672222,-60.35343889
MOPRA,-7.2825,-55.54972222
PL028,-9.326936111,-40.36258333
AGTAL,-2.7815,-59.50883333
KIKAT,-19.85983333,-39.54
SM001,-29.694,-54.0095
ANKOL,-14.627,-41.26016667
VUGAT,-23.4575,-46.5695
RJ807,-22.95184167,-43.13912778
CJS01,-6.142994444,-50.21646111
GUXIT,-16.14385833,-48.89374722
SEDGA,-11.92803333,-59.12405
PUPKO,-30.34850278,-53.64204167
CBO17,-9.330119444,-54.97668056
PG002,-25.23014722,-50.22731944
MM013,-22.38628889,-40.28231667
AKVIB,-23.20987778,-41.04342778
DOVNA,-30.66944444,-51.88533333
ST002,-24.01864856,-46.25957731
GEBIG,-3.988827778,-66.89386944
BR026,-15.89481264,-47.60928569
MA008,-5.161666667,-49.03566667
UA003,-0.285647222,-67.21625556
ISITU,-19.52229167,-42.51828889
GL167,-22.824,-43.34216667
BBC11,-21.27558056,-43.75995
SJ054,-22.95011667,-46.09160278
ML007,-22.0265,-49.8835
MNS01,-2.854497222,-59.66289167
PAINT,-24.31405556,-46.82969444
RJ932,-23.00675,-42.86810556
NISKI,2.471333333,-54.69216667
ENSAR,-22.8595,-43.48133333
DESEX,-14.163,-34.05216667
MK006,-16.69583333,-43.915
IRUXI,-20.54972222,-42.31944444
DANRA,-23.00396925,-41.59217422
PVH11,-8.662344444,-63.9051
EVLOG,-22.81772222,-43.44852778
DOBVA,-13.01225833,-38.47300556
JE011,-2.827461111,-40.19930833
NF110,-26.80425,-48.61058333
KUMOS,-0.775105556,-59.66234167
AKVOP,-29.12141111,-50.99033611
POSNO,-25.883725,-48.70956389
VUGMO,-22.79,-39.79133333
SR368,-20.65580556,-49.19213889
SATBU,-19.576,-40.86766667
KOGLI,-14.965,-48.07716667
ST027,-23.92413028,-46.11864217
DAPSI,-8.789061111,-39.08235833
TOGEX,-6.122550667,-50.09596628
CT059,-25.61824167,-49.07516944
TT006,-4.139030556,-70.18676944
SUBRI,-19.18635833,-44.27244167
IMTBI,-22.56783611,-49.21088889
ESBAV,-30.27893056,-52.00515833
MUKDI,-19.602,-43.65166667
SEKBO,2.898941667,-60.52696111
NISBU,-4.360833333,-33.10516667
VC003,-14.88421942,-41.12249083
VT087,-20.37928056,-40.38383056
GUXIS,-5.862777778,-35.28314444
KP134,-23.2166,-47.31609444
RPR14,-21.14391944,-47.775175
EG017,-3.130152778,-60.14580833
UY017,-4.822380556,-65.54545833
SVD27,-13.11053056,-38.39835278
RENIS,-12.88905607,-38.22536907
DIDOG,-23.09823611,-45.42560278
MA017,-5.541125,-49.07021111
TD012,-24.59577778,-53.69603611
PVH15,-8.662327778,-63.9051
MG284,-23.42126944,-51.74065
CARMO,-23.791,-51.75
OSOMI,-19.43456944,-44.15249444
GRD05,-20.50784444,-54.56721944
KP131,-23.48874167,-46.58552222
SEDBU,-22.65900183,-43.07014167
EDVAX,-24.53476111,-50.06351667
VUROB,-19.72730833,-53.57811944
ML001,-22.37883333,-50.07666667
GEDIM,-26.72958494,-49.75286667
PL006,-9.421922222,-40.39553889
GP044,-21.71521389,-48.56223056
ATM01,-3.211433333,-52.20085833
MG281,-23.45654722,-51.91780556
CX018,-29.12773056,-51.11438611
IVSOR,-9.77,-36.40883333
RJ114,-22.9575,-43.13464167
OPKUM,-6.713452778,-64.26098611
UKAMI,-26.77563056,-50.59774444
VUKOT,-27.92350278,-47.13661389
UGRON,2.875525,-60.60692778
MK014,-16.77533333,-44.04816667
ESUNA,1.450527778,-56.25736944
RF004,-8.394166667,-34.83466667
ILSOL,-6.364263889,-42.66665
JA023,-28.63119722,-49.0261
UKBIK,-16.82421667,-49.22776944
OGTOV,-8.243536111,-35.09803889
VT048,-20.20653492,-40.43846217
LI034,-22.66308333,-40.13278611
GL017,-22.44885556,-43.51724167
UR464,-19.63402778,-48.16411111
UGEPO,-4.441336111,-38.51333611
MA018,-5.2103,-49.16191667
TEGEP,-3.259444444,-44.23311111
GNV19,-16.60649167,-49.46902778
GV013,-18.69587222,-41.89222778
GP364,-21.97552778,-48.48563889
GP012,-21.70125556,-48.48391667
GO033,-16.61039167,-49.25949167
ANISE,-24.60216667,-46.62533333
ILMIN,-23.36785833,-51.02732778
DO011,-21.9795,-54.8625
VULAD,-19.162025,-45.98148056
KP103,-22.95670556,-47.20527778
TCAS5,-23.4567,-46.3656
IP007,-19.55068611,-42.53700556
NF154,-27.60798333,-49.16779444
GL006,-22.22089722,-42.849675
EVNEV,-8.197027778,-35.08402778
ESLOS,-16.27774167,-49.14148333
RJ072,-22.86733333,-43.2945
SILUT,-2.405427778,-44.48570556
CP021,-21.57893333,-41.1661
GR032,-23.40819167,-46.38687222
MADKI,-28.273,-53.1307
AF006,-22.87383056,-43.62822222
AKTEV,-30.10028056,-51.86615833
IVRUM,-11.50685278,-61.47914167
TIKBA,1.064033333,-56.08072778
ARVOP,-22.24231264,-56.63105856
EDNAM,-21.81641667,-43.42275556
OPVEL,-15.07766667,-51.5735
XONOK,-21.26705278,-43.76411111
TC013,-15.26266111,-39.00859167
JH019,-23.53829167,-47.20868611
ISMEL,-17.23962659,-48.80909151
SP121,-23.69949444,-46.73524722
DIVRI,-0.144333333,-50.8405
JI024,-10.78211944,-61.82235833
ALDIG,-5.406333333,-49.18366667
VC002,-14.72230417,-41.00032586
GAMOT,-30.9445,-55.49366667
BI067,-25.41491944,-49.23503889
ILMED,-25.53116667,-54.5705
RODUS,-19.05700833,-41.87525833
IH006,-4.355080556,-56.18660556
BV006,2.719175,-60.93831111
FL978,-27.10709167,-47.75377222
CN423,-17.65455556,-48.43725
GEDEM,-22.99352778,-54.20116111
EGBAT,-22.71516667,-43.41033333
ILRUK,-27.66490833,-48.76999167
ANRUS,-4.951747222,-54.08576111
LODIX,-25.18253333,-49.9794
TS006,2.242097222,-55.82675
ALDOS,-26.23066667,-54.68866667
SV024,-12.73313333,-38.58463611
IRUMI,-15.01533333,-38.3065
SVD33,-13.12451389,-38.55747778
NIRTI,-29.29180556,-50.92950833
VAPAP,-27.4823,-50.10353333
UBROS,-26.12399444,-47.75135833
LONEN,-12.30859167,-37.60545556
GEDIT,-3.6885,-61.98133333
GO027,-16.55604722,-49.23912778
TF003,-3.251438889,-64.84256389
REORI,-23.40690556,-46.36909167
ILMAN,-1.4935,-49.13533333
GESLA,-21.84141667,-40.03715833
ANRID,-18.57883333,-48.36633333
BH007,-19.82917778,-44.01023889
UDIGA,-3.512833333,-24.14483333
XOPIN,-5.122247222,-37.31707222
TENOK,-8.772775,-35.18059444
DORLU,-23.34704306,-45.31569846
BVI01,2.749961111,-60.87811944
CXS02,-29.149325,-51.0994
KUGUT,-19.70349167,-43.76316389
ESBUL,-12.2585,-62.18166667
EDPOT,-16.02291389,-55.53358889
TE361,-5.2805,-42.89533333
ISOBA,-5.496905556,-36.19765
TCA22,-23.3332,-46.5792
MUPEG,-8.258833333,-63.59633333
LIVAM,-19.52433333,-39.32433333
ALDEK,-8.887166667,-63.891
GO016,-16.601,-49.27616667
LO207,-23.39743889,-51.22096667
ZM031,-21.45666667,-43.092
OPMED,-23.66562778,-52.12307778
TODPO,-9.401961111,-38.25281944
CTB19,-25.67422778,-49.01281111
XODUP,-15.73660833,-56.07219167
TISLO,-19.56366667,-44.17416667
LOLON,-11.13090833,-62.99333889
RB002,-10.01966667,-68.12916667
UGTES,-19.49748889,-44.09446389
GNV12,-16.83389722,-49.04460833
ANLER,-28.69428056,-49.85695
SP097,-23.24585556,-47.10709722
UTMOS,-20.42387778,-54.62644722
JV012,-25.89721667,-48.72245556
GRD07,-20.53857778,-54.57909444
BE029,-1.579227778,-48.57175556
NF143,-27.65695278,-49.40418056
SP401,-23.47973889,-46.85840833
KETUL,-17.0675,-49.132
MIKEM,-21.31279309,-41.11771618
GEKUB,-3.133563889,-57.55620278
ISLIT,-28.8385,-53.86566667
SIGAS,-27.87383333,-54.45416667
ANSEN,-20.45861667,-53.96144722
RETOL,-15.85166667,-43.71633333
MUGAV,-11.62138889,-42.12388889
RJ026,-22.89475,-43.136725
EKEMI,-25.284,-49.20833333
NEGAD,-7.943611111,-34.98355278
REBAL,-2.045833333,-48.58716667
ANDOG,-10.12450278,-48.44408611
BI053,-25.37463611,-49.00879722
OPTAR,-22.26970278,-41.71166667
ARUXA,-3.482333333,-69.795
SUMTA,-8.506213889,-35.20447778
ESUKA,-27.03933889,-53.77774444
NUXUG,-19.54807365,-53.31686387
URERO,-8.375508333,-35.30935556
SISET,-13.1275,-13.0525
EVTEK,-19.463,-42.4795
PUMAT,-19.74566667,-44.24233333
ESLEB,-2.331166667,-43.6285
TC016,-15.30089722,-39.00446667
FI004,-25.85583333,-54.633
VRI21,-20.30304444,-40.31651667
IRATO,-8.760841667,-72.33300833
AC004,-4.626691667,-37.97030278
TCA81,-23.664,-46.6437
ISTAB,-22.26697499,-43.139999
GATOT,1.788722222,-55.739275
BR051,-16.08566667,-48.09716667
PP226,-22.80323408,-55.75277917
KOPTA,-23.09398056,-47.29716389
ITADU,-26.47599722,-48.74098056
ZURCO,-2.671,-43.57883333
AN001,-16.33533333,-49.18083333
UTMAN,-15.16266667,-47.446
POVPO,-4.554941667,-41.11295556
PUMLI,-27.16751111,-51.89135278
LOMOT,2.758594444,-60.82508056
ARUDA,-22.420875,-41.81238056
HT012,-3.310222222,-52.32668056
NT382,-6.128361111,-35.07758333
MNS04,-2.786352778,-60.02991667
VJK05,-15.90371111,-48.208725
SIOGA,-20.54366667,-53.96466667
OBEBA,-6.941166667,-62.71383333
UGOLI,-22.20628056,-51.21381667
UMDUK,-26.28128889,-48.71866944
ISUNU,-2.242666667,-59.96166667
BUTOK,-29.18783333,-50.2055
TB007,-1.462494444,-56.31051944
TOGPA,-12.7729,-38.16098056
SOBID,-2.085666667,-55.391
KOKMU,-3.337166667,-59.45883333
PAPIG,-2.944327778,-46.09868611
DAKAX,-3.455375,-60.55155833
EVAIR,-3.178411111,-60.11649444
KP114,-22.68038056,-46.71301111
GAXIN,-28.25573056,-50.46295556
AF002,-22.77343611,-43.32948611
MUDSI,-9.055847222,-35.030575
GP041,-21.79766667,-48.48270278
ASETA,-23.28566667,-48.09566667
ANROP,2.80535,-60.75598889
UKMEL,-12.72227778,-38.10025
EKALO,-22.43383333,-38.14716667
DIDAP,0.443166667,-31.87733333
MG109,-23.32695278,-52.23721111
HT006,-3.195961111,-52.18116667
TASIL,4.005,-29.99
CH037,-27.03148889,-52.57571944
UGULO,-20.00333333,-42.52694444
OSELA,-19.11401667,-51.10365556
MUPIP,-22.83259444,-47.37806667
GP372,-21.66769444,-48.40688889
CT057,-25.53120278,-49.06970556
LOMIL,-5.835938889,-35.30313889
XODAM,-27.06786944,-50.51693889
ULVUK,-19.63223333,-44.14246111
SN369,-2.4815,-54.569
VURUK,-22.760825,-43.06983889
TCA29,-22.8172,-46.3042
VULUK,-22.718975,-40.7086
DAGLO,-22.63996389,-40.16575278
ROLIK,-2.422666667,-60.3905
VT038,-20.07296864,-40.39442906
GAITA,-22.79193611,-47.87130556
PS028,-16.41371944,-38.98906389
KAGID,-22.81323611,-51.77409444
CW007,-2.401319444,-44.48711667
KOGLA,-11.92216667,-61.58183333
PA024,-29.9985,-50.9675
DILUD,-22.94646389,-45.45944722
RICAR,-6.722333333,-47.17183333
SAVIO,-2.407833333,-44.88116667
NUXOG,-3.694480556,-66.69028333
TIPLI,-19.23350833,-44.34806389
KADAM,-4.304666667,-38.95266667
KIMOK,-7.336938889,-36.78565556
SJ032,-23.23967778,-45.74538056
MEDIT,-11.12816667,-36.2365
USAKA,-18.67933333,-38.24283333
DENDO,-10.24683333,-36.4295
GL039,-22.81112544,-43.71794831
SJ052,-22.65357222,-46.84994444
SP086,-23.59071389,-47.16103889
TCA44,-18.4042,-45.6093
BITUR,-24.93133333,-54.92483333
GIDMI,-5.831847222,-40.61627222
OPNUP,-9.685579254,-48.65284001
PMS12,-10.29638333,-48.34651944
BOKAM,-3.442072222,-40.14346667
UKBOX,-17.69301111,-48.51518056
COA13,-29.96381111,-51.05129722
KUBLO,-26.33751111,-47.92164167
NF159,-27.62494444,-49.55843333
TF004,-3.189347222,-64.89846944
LB001,-22.13909167,-39.90594444
PUDON,-5.797833333,-31.944
PABUT,-21.89957527,-38.67995773
EDESI,-21.65467778,-50.46130833
CP026,-21.76047778,-41.372325
MM003,-22.25551389,-40.24362222
PUGTA,-23.4015,-46.36216667
ISNUV,-19.513175,-43.58703333
SM009,-29.82500833,-53.45164444
LOBIK,-22.76986389,-41.5909
MEXEP,-20.35775,-54.24494444
EDREP,-25.73619722,-54.22599722
ASETU,-22.99821111,-45.41019444
ANGIK,-20.10897222,-40.18883333
LI033,-22.67609722,-40.18872222
PO002,-26.31679167,-52.85138333
KOVGA,-22.99683333,-47.3635
KOTVU,-15.85047222,-47.72522222
ASGUD,-24.01818333,-48.08201389
PAMEB,-7.281563889,-56.28045833
KOGLU,-11.11266667,-63.912
NF115,-26.95344444,-48.68952778
CZ022,-7.750955556,-72.778475
VURSU,-4.469277778,-42.52277778
DOGNO,-8.795,-63.6035
VUMEN,-5.899666667,-35.202
GR219,-23.60796944,-47.15725556
VUREP,-23.18170575,-44.55326622
MG282,-23.43716944,-51.82035833
TEMEK,-30.57466667,-51.55033333
ESGEB,-21.80007547,-51.22370372
PT013,-27.56599167,-50.07801944
MCL01,-16.70623056,-43.80879722
WJ001,-23.48286811,-44.01598711
PULKU,-19.105,-42.44063056
KUDOT,-25.464675,-49.24980833
LOKEX,-17.154,-43.85483333
DIKAX,-17.72485,-55.587425
KP030,-22.97799722,-47.17557222
MO013,-9.562702778,-35.51473611
RB009,-9.718166667,-67.65883333
XOKUD,-17.84781389,-55.46599167
CZ001,-7.5855,-73.0485
MUKOS,-16.29611111,-39.75611111
VUNEP,-3.199166667,-62.13583333
RD003,-16.79456389,-54.82613056
KODLU,-2.860833333,-60.22983333
SUSNO,-3.943083333,-60.33546389
CH038,-27.0134,-52.66438333
PABEX,-17.79666944,-57.09361111
MI007,-22.95972222,-42.81014444
NIBGU,-22.40210556,-43.32778889
MQ368,0.000333333,-51.15
ANDUT,-27.84879444,-48.42903889
NIBMI,-15.44033333,-58.713
EGBUX,-13.01103889,-61.7023
EGOKI,-23.84861944,-46.61354167
ESTEP,-4.042166667,-43.41116667
UY012,-4.749608333,-65.207525
KIBIX,-12.96483333,-38.60366667
CW011,-2.34615,-44.62707778
BUSUM,-5.883433333,-71.44207778
CY022,-15.49585556,-56.65862778
BIVUT,1.202833333,-63.35266667
PP224,-22.76246725,-55.64678789
AKPAN,0.281408333,-56.8531
VAGOR,-20.33043611,-55.36467778
UKERO,-23.11528056,-48.28140278
KUGSA,-19.37611111,-48.52415
OBLEV,-3.03,-42.1475
GR743,-23.35069167,-46.40514167
ESDOP,-14.15259444,-58.86516944
UGADO,-22.88136389,-47.10430556
PA052,-29.80083333,-50.79972222
SJ033,-23.08135556,-45.98223889
SEDPI,-22.12756667,-51.19430278
CY011,-15.49494444,-56.20063889
SM014,-29.79903611,-53.82285556
BUGAT,-3.619166667,-29.24316667
EPKUV,-21.16033889,-46.20825
VAKOB,-12.22443056,-56.58535833
SJC02,-23.38483889,-45.69317778
EPDOL,-25.493025,-49.41635278
EGBAX,-0.633166667,-61.96966667
MUNAT,-22.21416667,-41.0555
PF003,-28.25460556,-52.06903333
CX011,-29.28216667,-50.9435
BINAS,-2.733,-60.85166667
AKPAR,-25.29585278,-51.04829167
PAMUS,-22.84254722,-51.73678889
PUNUV,-29.8761,-53.72944167
DOSVA,-4.737075,-41.72303056
SP083,-23.62757778,-46.84651111
KP166,-23.00585556,-47.13678056
GIKPO,-21.7305,-41.24983333
CP042,-21.77422778,-41.38797778
ST004,-24.23038358,-46.17434036
TAMAR,-1.304333333,-49.13933333
AT003,-10.03607222,-56.16275278
CY005,-15.34609576,-56.27952469
ARSOV,-23.46283889,-43.92976667
VULRU,-22.89741389,-49.30129722
EQUIV,-18.50645278,-43.56183056
SP122,-23.50248056,-46.80128056
PUDAL,-9.674672222,-35.86875833
GL087,-22.60138889,-42.98357222
DOGSU,-20.49466667,-41.407
SL049,-2.438177778,-44.30635
SJ019,-23.44349722,-45.35126667
SINED,-10.01929944,-67.81805061
MG110,-23.42213056,-51.98143611
UA004,-0.379422222,-67.19553056
PUDMA,-29.51053611,-51.20153889
AU001,-21.22333333,-50.47216667
MK011,-16.728,-43.63683333
TIDNO,-19.65170413,-41.43154767
KOTUB,-29.90516667,-50.92566667
DAGOL,-25.74933333,-54.88833333
SI006,-11.973,-55.61001111
NISNO,-2.506722222,-41.48384444
AG013,-23.14562222,-44.38455278
TISGA,-29.53143333,-50.90869722
VADAD,-7.020666667,-24.62483333
EVNOP,-5.846166667,-35.29683333
NF118,-26.99416667,-48.67911111
VUKIR,-1.931333333,-29.9765
MIPAD,-14.5625,-53.62666667
SIMIP,-6.701111111,-69.03944444
DADUD,-2.044166667,-52.46833333
TC003,-15.51893333,-38.876775
NT007,-6.093911111,-35.20691111
OSUDO,-23.10843056,-47.13743056
CO019,-29.78308056,-51.67071389
GEPMI,-29.67508611,-51.47622778
PV369,-8.887333333,-63.89183333
RJ306,-23.23301111,-43.91481111
TFE02,-3.43355,-64.67854444
TCA21,-23.5088,-46.8203
OPVAL,-19.71243333,-43.89556944
AQ006,-21.73370314,-48.18459169
UG001,-29.77385,-56.93406389
GR734,-22.97048333,-47.029325
DO008,-22.1305,-54.864
KUGRO,-3.058722222,-28.89038889
PAKAD,-10.986225,-36.99270833
DIMIP,-21.07870833,-52.18026111
RENIT,-23.54946667,-46.70983889
KILIS,-3.284727778,-39.42213611
MM004,-22.23577778,-40.02906944
GR268,-22.86026944,-46.71920278
PUBAG,-5.554172222,-34.53738333
SI002,-11.71601111,-55.54086111
SI011,-12.02813611,-55.73044444
VURLA,-5.023763889,-46.89330556
KOLDA,-15.4365,-47.14016667
TULIO,-31.53983333,-54.50016667
GENAP,-15.52403333,-57.74992778
ENTUN,-22.76445,-49.91691667
UBLEK,-14.8575,-40.40483333
BITOX,-22.886,-43.58583333
ETEGO,-21.03938889,-48.35475278
TD013,-24.51218611,-53.69480833
RORIB,-25.27978889,-49.861025
RJ715,-22.966425,-43.14796667
KUBKA,-0.337277778,-67.15722778
RP004,-20.96666667,-47.82766667
TF011,-3.576594444,-64.54964444
JV316,-26.2242,-48.64127222
NIKPI,-29.02868889,-51.10146111
PJ021,-10.08400556,-48.076225
UBDUK,-22.60766667,-41.02666667
AE004,-22.00233333,-49.15366667
EGDAK,-26.30600833,-49.54520278
UTNAT,-6.121104556,-50.04914014
ETEGI,-20.16752778,-54.77512778
RAXUS,-29.55491111,-51.17818333
DADEL,-12.533,-56.22966667
AG018,-22.98225278,-44.34000278
PANIK,-19.63230556,-43.34976667
GP033,-21.452025,-48.52051667
ARSAG,-30.71916944,-51.647275
PJ002,-9.996747222,-48.35665
GO004,-16.542,-49.38116667
MABGO,-21.92067778,-48.32742778
MSS03,-5.027463889,-37.25728333
