ident,latitude,longitude
GUXAT,-30.02983333,-54.10433333
OPREG,-2.987394444,-59.65391389
SP048,-23.51219406,-46.73302289
ELABI,-4.353658333,-53.60181667
LIXUG,-22.74766667,-43.04366667
MK001,-16.588,-44.02483333
MASVA,-9.621392545,-48.36774333
UDIDI,-13.04333333,-62.62333333
GL047,-22.66670669,-43.45544256
GR258,-23.37255833,-47.43661111
CB001,-22.97983333,-42.36683333
BUPKI,-15.1575,-53.4775
ESOMU,-29.13266667,-51.259
DOLTI,-2.783166667,-57.87216667
MOMKU,5,-44
LOBUX,-3.039419444,-59.87094444
ISNOG,-20.41160833,-44.33823333
NIKNO,-6.858741667,-39.76589444
FN363,-3.929805556,-32.67522222
ES015,-22.88959444,-42.26694722
EDMEG,-23.09747222,-46.00483333
PA004,-29.9905,-51.37483333
BR047,-15.9695,-47.851
EGEGI,-6.013044444,-35.33218889
TCAS6,-22.93364722,-46.497275
RAXEG,-23.08632817,-47.96004881
PJ014,-10.13703611,-48.59176111
TC006,-15.52943611,-38.97978056
ISIRA,-15.32366944,-56.83837222
XOMIN,-21.90165833,-47.33242778
BURLA,-5.247069444,-64.14872222
RJ804,-22.93097778,-43.16150278
SELRO,-13.99094722,-58.67167778
RZM01,-21.58955278,-43.32307222
UGAPI,-16.83998889,-53.29168889
UR466,-19.54313889,-48.10558333
UREMI,-23.38915556,-45.51298611
BIVOD,-25.35627222,-49.32937778
SR371,-20.75155556,-49.18566667
VJK18,-15.87106667,-48.23769167
ILSUD,-2.867833333,-44.08166667
SIPIG,-15.99075869,-48.18293811
UKDAN,-23.98315,-46.26333889
PUMSO,-22.86993333,-42.83253611
EVSAK,-25.54383889,-54.32438889
AKPEP,0.785722222,-66.064275
TOSAR,-17.65066667,-55.5245
ISANU,-3.1125,-52.6765
ARUNU,-0.5725,-27.328
DAGMA,-25.38918889,-48.979825
GERTU,-22.43018333,-47.56245278
AN009,-15.99925,-48.89788889
EGDID,-20.41786389,-40.14849722
PJ017,-10.09503333,-48.48347222
DO034,-22.088875,-55.17539444
GM014,-10.82943333,-65.27434444
FL953,-27.17502778,-47.56103056
EGEVA,-23.13976078,-48.56144023
RJ307,-23.19833333,-44.08194444
ME027,-22.36408333,-41.72575278
NF163,-27.39208889,-49.41662778
TOGEK,-30.70087778,-52.06503611
UBNUT,-28.278,-49.035
TITVO,-21.93995833,-49.58562222
AKRUB,-23.57518003,-46.83739178
TCA15,-24.1687,-47.2797
CB026,-22.91026944,-42.01548403
GR217,-23.21260278,-46.03995833
MUDAB,-12.73116667,-62.27183333
UMBAR,-3.739530556,-38.35605278
MUNEB,-8.545277778,-71.46472222
GEGUR,-21.7337,-47.34548611
MG369,-23.45655556,-51.91780556
TOSIV,-21.35177008,-39.22037506
MG107,-23.46928056,-52.11095556
ME014,-22.29637222,-41.73211667
OGSOT,-3.0389,-59.904275
DIANA,-4.287,-38.121
OPNEL,-30.34716389,-50.99115833
ENPIG,-12.14161667,-56.48875278
LODIL,-10.97097778,-61.96111111
OSIRA,-2.855277778,-42.08694444
CB003,-22.874,-42.31833333
RJ076,-22.93916667,-43.14777778
BAG01,-15.89226944,-52.42835278
PP217,-22.63665556,-55.73678056
GR278,-23.34550278,-45.98624722
MO009,-9.528577778,-35.69708056
KP142,-23.33089722,-47.29639444
CXS08,-29.15976944,-51.28137778
LB007,-22.03141111,-40.08720833
BQ027,-21.32289444,-43.74236111
GNV06,-16.83013889,-49.47624167
GR739,-23.65475556,-46.70033333
BUXAV,-25.50551667,-47.81646944
VT041,-20.18818033,-40.36606611
CF037,-19.808,-43.51283333
VUMPI,1.99,-63.94833333
TODET,-21.49496698,-41.27843243
EGDIN,-20.55366667,-48.028
MUBIR,-1.489669444,-48.60796944
DOOPK,-22.66840556,-43.48071111
BH041,-20.194,-43.961
LO313,-23.48823056,-50.98717778
GEBOK,-0.907,-48.9455
OPMIR,-23.55681389,-50.92368056
CBO30,-9.3525,-54.79133333
NESMI,-27.4157,-50.62475556
GESLI,-25.45565,-48.72184722
IRAJA,-23.892325,-46.56162778
ROKAD,-23.03693056,-41.78991667
FL996,-27.83898333,-49.14500278
REPAV,-9.079519444,-52.94073611
TCA12,-7.71595,-72.4839
ORIRO,-5.066108333,-48.42936944
ISNUD,-2.942022222,-59.64026111
KOXEX,-19.33633333,-42.02983333
ATARA,-22.89606111,-47.28976111
OBDIN,-29.7231,-53.46436389
DAKMU,-28.85881389,-51.38829722
EVNIT,-30.52315,-54.97000278
MUDUX,-23.44666667,-46.629
LOBAL,-6.025302778,-70.80096667
UTNEX,-22.87010833,-43.16511944
BUTMU,-27.06059167,-48.74933611
CP043,-21.73766944,-41.42476944
KP146,-22.98279722,-47.4101
NETLA,-3.896455556,-38.39765833
VH012,-12.52133889,-60.05108056
RP013,-21.09918333,-47.65309444
IZ008,-5.449083333,-47.22118889
CH023,-27.09660833,-52.74701667
AT007,-10.08790556,-56.09641667
JA009,-28.59648333,-48.99976389
NIDKI,-21.46908333,-51.97471389
SINCE,-22.825,-43.6675
SL047,-2.450336111,-43.99428333
ERIVU,-3.162319444,-60.05180833
ROPIN,-10.78405556,-65.28088889
MOPDA,-15.95389383,-47.60519867
MUKSA,-9.970280556,-54.14417778
TCA64,-23.3825,-46.4822
KUGIL,-12.99766111,-57.49243333
OPTIB,-27.21946667,-50.32834722
VANIA,-15.856,-56.77183333
SL039,-2.597072222,-44.24346944
DIGEP,-16.98766667,-48.91166667
BV003,2.833333333,-60.92235556
CF036,-20.29233333,-43.41716667
VT097,-20.18535278,-40.16605
MIMIR,-20.80766667,-40.67483333
FOZ01,-25.55758611,-54.53594167
DALIV,-7.185333333,-71.999
UTLOT,-22.474,-47.89233333
CRAVO,-20.16192347,-40.09854806
PK006,-31.775,-52.41233333
OPTOD,-22.69344722,-44.99375
GEMLU,-22.75682222,-42.03451944
MNS08,-2.900769444,-60.26709722
REPAX,-21.51626389,-48.22543056
AC278,-4.538613889,-37.71860278
KAMUP,-22.05865278,-47.34091944
DIVRA,3.660666667,-60.98833333
IVREV,-21.8446,-43.93406944
RJ951,-22.95545278,-42.92255
PTL02,-9.393,-40.49397222
BU016,-22.39403333,-48.97209722
KOGPU,-14.44466667,-46.476
PL021,-9.277038889,-40.818
NT363,-5.804666667,-35.45180556
ULVUD,-29.7055,-53.79933333
VJK10,-15.80880833,-47.62152222
LOBON,-15.26416667,-60.58861111
CX209,-29.120175,-51.22722222
GL019,-22.86311667,-43.18707778
MO014,-9.643238889,-35.59780278
MG366,-23.53044444,-52.2925
ARSAX,-21.65592772,-46.37734287
SEMDU,-16.15350833,-47.84500278
AKRIL,-17.66268611,-55.64872222
FHAW,-7.97,-14.39333333
LON05,-23.44159167,-51.256025
UKESA,-20.93341389,-40.34876111
KG019,-7.229788889,-35.952925
NANIK,6.341666667,-33.17233333
VT088,-20.44091111,-40.35190556
TCAS9,-28.7955,-50.7775
PT007,-27.61173333,-50.60140556
KONVA,-2.221175,-62.08252222
MAPMA,-21.94133333,-39.62183333
PUGOR,-21.60582222,-47.70029722
MK009,-16.63833333,-43.58966667
ENSAP,-7.4899,-34.72471667
TB003,-1.637808333,-56.53264167
PUNOM,3.529202778,-34.67303333
IP008,-19.51460556,-42.51468889
AMANT,-23.39615278,-50.94209444
KOGNO,-15.78827858,-48.22823953
FS002,-22.0895,-40.97674167
TFE01,-3.377461111,-64.73338611
GNV01,-16.52591944,-49.38189722
GR027,-23.43813889,-46.24442778
CP031,-21.73676667,-41.27847222
ISEPA,-29.99233333,-51.28283333
CRUDE,1.7375,-33.54966667
NITLI,5.690833333,-38.65444444
OPLUT,-18.86066667,-42.9035
TCA18,-22.8811,-47.0402
FI006,-25.79633333,-54.72983333
ME024,-22.33438056,-41.71320833
UL009,-18.72675,-48.04889722
VOVSO,-2.938236111,-59.98736667
VJK15,-15.892225,-47.9937
CB019,-22.88495833,-41.89773889
VULAK,-15.65616667,-56.112
NT374,-5.699166667,-35.42452778
ME004,-22.46173333,-41.78544167
KP137,-23.39746667,-47.34407778
MOVLA,-7.9815,-34.729
ENTEV,-21.47317778,-48.574475
NT367,-6.050055556,-35.13130556
SI009,-12.07964722,-55.53315833
UTKIR,-21.69733611,-41.30666944
GATUL,-11.154,-36.99845278
UBTAT,-20.54366667,-47.856
VAPET,-5.091688889,-37.19391111
KUGUS,-3.838833333,-38.30666667
GR742,-23.17978333,-46.90039444
MI004,-22.9065,-42.81800556
VUDAV,-24.01298333,-44.04995556
JV017,-26.15933333,-48.56825
BE371,-1.2905,-48.469
AF013,-22.88451944,-43.717725
ILNAP,-7.277858333,-69.88907222
CP018,-21.87501667,-41.50285556
DABNO,-26.46716389,-48.8963
SPRIN,-4.599666667,-69.79383333
IVTAS,-25.40196111,-49.56658056
AZOIC,-18.30416667,-47.71583333
ASBAL,-21.81879167,-47.32037222
SN012,-2.415263889,-54.74927222
SM021,-29.707525,-53.76121389
AQ013,-22.04686389,-47.97840278
NF105,-26.88431111,-48.74191111
SP088,-22.67082222,-47.36135
GRD04,-20.47947778,-54.56459167
DIVPU,-2.1155,-54.74433333
LIXUV,-5.747666667,-35.46116667
RJ116,-22.86978611,-43.11305
AKTOR,-4.0095,-68.73683333
JH004,-23.33547222,-47.34525833
VT096,-20.21486389,-40.11248611
KOKLI,-15.875,-55.443
BR077,-15.93436317,-48.18679925
ST014,-23.98000278,-46.21128611
SVD15,-12.92136389,-38.38625
FEITO,-25.6585,-45.8905
NF128,-26.73068333,-48.84115833
SCP11,-23.18103333,-45.91030278
GIGPA,-29.21859167,-51.09109444
ABUSE,-18.25766667,-51.46933333
MO016,-9.457691667,-35.562575
COA12,-29.952225,-51.13155278
VG368,-21.37141667,-45.47380556
PT001,-27.51751667,-50.53588056
SUNSI,-22.85611111,-43.46806667
GR284,-23.43608611,-46.30540278
UTGER,-22.75430833,-46.23043889
USVAK,-2.85865,-60.52583611
ZM038,-21.62333333,-43.443
RJ802,-22.91355278,-43.20177222
GENRA,-21.97152661,-51.81940575
ILMAB,-22.03667442,-41.50800872
SCR01,-23.08176667,-43.70480833
CUB06,-19.02771111,-57.73203611
TERAB,-15.13291667,-56.54265278
VH006,-12.89343889,-60.04673056
GENEG,-26.90446944,-53.10018611
SC008,-22.702,-43.69666667
KEKAR,-29.74566667,-52.94783333
VRI10,-20.177775,-40.43923611
CT031,-25.52316667,-49.36433333
EVSUP,-25.29075,-50.577325
PG007,-25.35525556,-50.28858889
RD012,-16.41033333,-54.722
CEILA,-23.2823,-51.28265833
KOGMI,-15.47,-58.38183333
DOLMO,-4.691,-69.43266667
NETBU,-12.16446944,-60.88414722
JE006,-2.916069444,-40.58779167
MOSRI,0.242618008,-46.32473109
IT013,-18.35713333,-49.24179444
DO025,-22.14340833,-54.99928889
VUKER,-3.779,-44.81216667
TCA19,-23.5736,-46.6931
BH003,-20.0505,-44.10283333
ROMAV,-21.68214444,-41.28324444
VC011,-15.09343056,-40.82905833
TCA31,-23.4993,-46.4118
ANDOX,-7.859333333,-35.01133333
MCA02,-22.62534722,-41.96441389
GELVU,-4.182502778,-54.494425
GJM02,-10.79394722,-65.28062778
UGSUK,-22.4895,-43.74683333
SIREM,-16.55016667,-48.64633333
TFE06,-3.393127778,-64.71979722
DOPOM,-26.63405,-50.54208333
LIXAP,-15.85699444,-56.12480556
ALGEL,-25.87,-55.1705
OGVIK,-25.25374722,-48.70407222
ATARI,-26.7275,-52.22866667
EVPIV,-16.32546389,-42.8322
BIXOG,-20.05597417,-40.2790575
CF044,-20.07183333,-43.52166667
MA002,-5.575666667,-49.2405
ME043,-22.19876944,-41.66404722
KIGUX,-2.3765,-60.127
EVNON,-15.59916667,-56.14533333
AKRIG,-22.09473333,-47.18641667
IRENI,-29.58153333,-53.58991944
FL976,-27.13675556,-47.71358611
IRUBI,-30.88282222,-53.26329167
EGN97,-3.039777778,-59.97751667
SEKLO,-30.108,-56.7995
PRR07,-22.17493611,-51.41438333
KEVER,-4.427666667,-38.68566667
DORSO,-10.34405278,-48.27702778
JD006,-22.98208889,-46.89438333
CN426,-17.62111111,-48.35727778
UBMOP,-27.599225,-53.02009444
ILBEK,-25.58475278,-51.39167222
TBT02,-4.257452778,-69.92559444
PUKRA,-23.55711944,-46.06342778
GR304,-23.43118333,-46.45885833
UGTUL,-27.45401389,-50.33696944
GETPO,-16.44194444,-39.08277778
CXS05,-29.15879444,-51.28373611
ETANO,-4.959061111,-36.92254167
KOKDO,-3.913833333,-51.54983333
NT386,-5.784222222,-35.44016667
CNF09,-19.78429444,-43.82936667
BOBEM,-16.16012222,-47.95111667
AX372,-19.49780556,-47.02905556
AU012,-20.91083333,-50.40466667
NF152,-27.37215833,-49.150825
ALDUR,-19.41908889,-42.45672778
SEBSU,-22.94727778,-47.21841667
VUNOR,-22.87432222,-43.164
ALBAG,-29.08216667,-52.98
UBSEM,-3.248630556,-60.18669722
CF008,-19.32122222,-44.35066944
FN371,-3.878472222,-32.11030556
RB013,-9.818333333,-67.81483333
KG012,-7.321888889,-35.82130556
KOGVI,-8.9655,-63.27066667
PS019,-16.48562778,-39.25586389
SR364,-20.92580556,-49.55213889
IMBIN,-14.59266667,-40.5035
URALI,-7.578433333,-72.86111111
USVIG,-23.63233056,-49.50472778
JE017,-2.864730556,-40.27389167
VT025,-20.31578056,-40.27110833
GO021,-16.6287,-49.43369167
ZARES,-22.76633889,-47.95461667
UY008,-5.102833333,-65.419
JOBER,-0.9465,-37.048
BI049,-25.33477778,-48.41818889
MEVUT,-22.25145,-48.21041389
QI013,2.091083333,-60.99255
KIGER,-1.363,-60.80166667
VUPIP,-22.81586111,-42.63729167
UG009,-29.89505278,-57.03060833
TCA56,-23.4475,-45.9896
TILKU,-8.211497222,-48.24159167
VUPLU,-29.18502778,-50.65352222
DOPMU,-4.055936111,-38.41214167
AKREP,-8.061797222,-34.93659444
GNV09,-16.35755,-49.36080278
CC003,-9.368505556,-55.186275
GV021,-19.17548056,-41.38729444
GUVAT,-10.20218333,-48.52304167
TCAS1,-16.0796,-47.9773
UKDOB,-25.38101944,-48.29420556
PK011,-31.60716667,-52.1675
EDVIV,-15.75038,-47.64137661
OI018,3.671136111,-51.91426667
BI063,-25.32125,-49.06578889
MAGNA,-27.92616667,-52.77266667
IH009,-4.169541667,-55.94484444
TEGUK,-19.67425278,-46.94374167
DARAL,-20.70183333,-54.00433333
VT071,-20.13768333,-40.19835556
GNV02,-16.60895,-49.25853889
ASBOS,-8.531272222,-63.91290278
CB009,-22.96866667,-41.82516667
GAXUM,-31.48563611,-51.47119722
KG014,-7.452233333,-35.81050278
GUSOD,-14.666,-33.303
TE371,-4.859222222,-42.93938889
TORAB,-15.97323333,-55.13851111
OBLEB,-20.06233333,-43.65716667
IP009,-19.71198056,-42.58388611
CF005,-19.64150425,-43.96152778
ULVOM,-3.372394444,-60.13569167
PTL04,-9.366172222,-40.55466111
CT094,-25.53738611,-48.86699444
JU371,-7.280666667,-39.10533333
SP052,-23.58694444,-46.68139444
PUMOK,-22.14495278,-40.15030278
VT082,-20.38623889,-40.306425
TOKIM,-21.9245,-44.19266667
KP144,-22.96936667,-47.31404722
PAGUS,-13.704,-60.27683333
QI009,2.002147222,-61.03905278
UGATI,-15.76323889,-55.42982778
CX004,-29.07266667,-51.32516667
MOPIM,-17.78382222,-50.14233056
PAKAT,-21.66516389,-50.42758889
NM003,-28.24954722,-54.36313056
PL012,-9.399358333,-40.7714
SP023,-23.66249444,-46.63165278
ISLOT,-4.202597222,-69.773025
TC007,-15.39951944,-38.99382222
ST023,-23.97605,-46.33786944
BE389,-1.576,-48.67466667
ISIBI,-22.54687778,-48.45366389
SM011,-29.72410267,-53.44483461
DEXOV,-22.72363889,-49.832225
AWAKE,-22.13616667,-41.61933333
DAPTA,-8.86,-46.67222222
OBGOM,-11.12233333,-37.16966667
NETGA,-22.32449444,-41.75297222
ERODO,-9.242,-68.12483333
EDNEL,-25.30680556,-47.87611111
MUDAR,-8.211405556,-36.59953611
TCA25,-23.4884,-46.78
LJ013,-27.63508611,-50.38603056
ISNIX,-26.65160278,-48.82416667
EDRAS,-5.062527778,-63.81049167
VAKAN,-5.853372222,-35.31968056
ETINA,-5.893097222,-35.42225833
ANPEX,-23.39628056,-40.54184444
CJ011,-6.196798111,-49.81646792
CJ007,-6.097021667,-49.82834375
EDSEP,-30.49900556,-51.46022778
BOKOV,-3.825,-32.544
REBOK,-10.33616111,-48.28939722
TOKAK,-30.69546389,-52.81069722
UPONA,-21.210925,-48.9078
BOLIP,-24.796,-49.83216667
UTPAS,-15.67266667,-47.99266667
JH012,-23.52515278,-47.12714722
RJ701,-22.93233056,-43.16141389
KP158,-23.07713611,-46.82872778
XOPAX,-19.98384769,-48.26908716
RONIP,-22.02866389,-41.06916944
ASIKI,-14.29628333,-59.03755556
BUVUX,-8.531213889,-63.91168333
TROZO,-29.73129444,-51.25102222
RJ805,-22.93188056,-43.17772222
CW012,-2.526536111,-44.571375
MATGU,-30.49731389,-52.66383889
DILUV,-13.22078056,-57.75591667
IREGI,-3.601125,-45.09347222
VT077,-20.21434722,-40.28609444
SELPU,-14.48516667,-43.55466667
NF112,-26.83880556,-48.58438889
EPDAR,-20.39198889,-54.86256944
KOXAL,-19.3355,-55.02
KODSU,-2.3085,-48.46633333
NELOX,-29.996,-51.16516667
PL024,-9.304405556,-40.73834722
ARVAT,-12.23683611,-38.30866944
TCA34,-22.9095,-44.9501
PK012,-31.6595,-52.2435
OPRUM,5,-42
DOTNI,-3.070130556,-59.14248611
PICEK,-23.46101111,-46.65466944
TD003,-24.84859444,-53.74556944
SURNA,-22.37113056,-43.48476944
RORIP,-18.05466667,-44.43383333
EDROS,-5.814572222,-35.39561944
CIA03,-15.83388333,-56.02044167
ME006,-22.47606389,-41.86021389
RJ226,-22.96233333,-42.95116667
DOTKU,-4.398841667,-39.05289167
CX207,-28.95728333,-51.13033056
KUGIK,-27.44038889,-50.4334
NF013,-26.73395556,-48.41296389
NETBO,-24.39560556,-52.46989444
CBO12,-9.297833333,-55.13933333
FI002,-25.30116667,-54.35666667
FS007,-21.971475,-41.16017778
DB004,-21.076,-56.49716667
TCA78,-16.0836,-47.9995
TCA36,-23.6222,-46.5782
BU001,-22.36823333,-49.01506389
GR306,-23.09738889,-46.09165833
PUDLA,-2.174444444,-41.85555556
GR031,-23.36524444,-46.54872778
VULTI,-30.19966667,-50.53533333
VURON,-21.54335556,-51.08111389
CO001,-29.78538333,-51.34034444
KUBNO,-7.596666667,-38.45416667
RZM03,-21.55030278,-43.226025
OPURO,-5.834363889,-69.35349167
PT006,-27.70193889,-50.63789722
SC028,-22.94962778,-43.72768056
NF102,-26.77742778,-48.76363333
VH008,-12.42431667,-60.024625
NEGRO,-19.3255,-57.04
RJ118,-22.88398333,-43.19176111
GL040,-22.78372222,-43.18448056
VT069,-20.11258611,-40.17475278
KORPO,-10.28,-55.57183333
EVRIS,-3.365,-52.68266667
JR002,-23.13733333,-43.38133333
SOTLI,-4.243491667,-66.33598889
ARNIV,-23.06750833,-47.05051389
KULER,-0.883055556,-52.60272222
CH029,-27.00626892,-52.88391233
PV023,-9.105472222,-63.35180556
HT001,-3.064761111,-52.14127222
OPNAD,-24.56410833,-51.87886944
NEVNO,-29.44403889,-48.92244722
SJ051,-22.92886111,-46.234025
VJK16,-15.88223611,-48.23728889
OPVON,-16.64458611,-54.72574444
JV084,-26.35050833,-48.62290556
AU003,-21.28166667,-50.62083333
ALDIB,-23.52443611,-51.37869722
BE027,-1.557422222,-48.49141111
CAMBU,-23.2455,-51.392
IZ018,-5.360233333,-47.36752222
POXUM,2.899891667,-61.71948056
JA006,-28.86869167,-49.09254167
BOBIC,-23.19013611,-45.90398611
UKDEM,-20.01798889,-44.13428611
RD016,-16.3775,-54.62366667
OPSER,-23.46225,-46.57401389
KIGEP,-15.61964444,-56.57748611
PUBIS,-26.03274444,-48.03254444
CR002,-18.94166667,-57.40983333
AN002,-16.43319444,-49.13733333
LUVNU,-7.113722222,-51.53429444
DAGTA,-8.750944444,-32.51011111
RC017,-21.91521111,-39.90056389
UDUBI,-22.04553611,-51.50400556
MA001,-5.5445,-49.35133333
BW009,-15.80406389,-52.31606944
CP016,-21.87869167,-41.37620833
TIRKU,-12.71506111,-38.29617222
VJK14,-15.95905833,-48.22353333
CP010,-21.65904444,-41.17873889
ARTIL,-28.81392222,-50.93891667
CX205,-29.19826389,-51.120025
TIDNI,-25.450475,-48.69191944
SAMLU,2.818,-60.74533333
ENVAN,-3.772277778,-38.5477
ILPAV,-17.73166667,-48.99516667
DO036,-22.17242064,-54.78113889
GL008,-22.84057781,-43.40717689
BUVOL,-25.74478889,-49.01741667
PALCA,-22.09878333,-49.08827778
ESEDO,-5.740666667,-35.545
EGBAK,-9.3745,-68.3475
EDPEK,-29.08366111,-51.64416944
UTGIG,-27.42516667,-50.55154444
GAXUT,-22.232375,-53.84915278
ESOTO,-8.296269444,-71.56284444
ARUKU,-22.14696944,-51.63998333
KEXIB,-28.87371111,-54.96579722
SILAD,-9.500463889,-61.91843333
KP024,-22.84721539,-46.99990803
ARTIK,-7.6255,-68.5665
HT011,-3.361769444,-52.39234722
RB003,-10.06316667,-68.0215
ENVOB,-23.42233333,-50.865
ESUSA,-8.199119444,-35.08945278
MUDRU,-21.74554491,-46.12891418
NEPOM,-22.90754461,-43.17512389
PANIR,-27.25637778,-48.6637
MIBAB,-2.614808333,-62.67105556
GR213,-23.45063056,-46.53088333
OBGUX,1.532519444,-55.61871111
RAKUD,3.409,-29.184
IC002,-19.45518333,-44.13339444
NF146,-27.98356667,-49.51049722
EVMON,-13.16651389,-40.76975278
PTS01,-31.74366389,-52.36657222
CORVO,-18.90583333,-48.08066667
PADAV,-22.85430965,-47.57397395
KOLBI,-24.11033333,-44.70566667
PUKPU,-10.87498611,-53.69433333
JH006,-23.42358889,-47.21243889
JP366,-7.081055556,-35.01772222
IRURA,-3.967166667,-39.18583333
ME033,-22.32169722,-41.751
RALYT,-19.09883333,-43.54516667
EKUTU,-2.854827778,-59.82409722
CP019,-21.52154167,-41.101075
MUDOG,-22.19633333,-40.95966667
AQ004,-21.66241464,-48.23137889
TE008,-5.102958333,-42.81728889
AKTAG,-23.20516667,-46.33745556
MILIG,-23.2485,-40.25116667
RPR16,-21.18244444,-47.75864722
BW006,-15.918625,-52.46193611
GP039,-21.66894167,-48.48778056
OGPET,-29.66925833,-50.90754167
USATU,-6.026894444,-37.40946111
LJ002,-27.92945556,-50.17696944
RJ931,-22.91677778,-43.43475556
BVI06,2.840813589,-60.70084707
ILSUM,-24.94901111,-48.95075278
ILTIT,-23.80846389,-44.03680278
DIMOG,-27.49334167,-48.65343889
FI010,-25.56176944,-54.53113333
ESNOD,-5.936336111,-44.20314167
REGEP,-2.729838889,-59.79677778
MQ377,-0.142833333,-51.19816667
BH009,-19.37966667,-43.828
MG100,-23.53005981,-52.05152669
TC001,-15.61266389,-38.97077778
OSESO,-22.88366667,-41.88283333
UG003,-29.76623333,-56.83871111
LOBUD,-29.91935556,-51.84576667
KP152,-22.85899444,-47.0168
VUSMA,-23.28119444,-45.80517222
UMGUL,-23.74381389,-49.53581111
INDOB,-0.230333333,-50.563
DAGBA,-19.98016667,-48.892
BVI04,2.739888889,-60.85271389
ELIET,-3.1705,-43.90866667
PTL03,-9.378263889,-40.52306944
ENRUV,-16.1235,-37.4165
AF003,-22.8203,-43.34899722
EDPET,0.099375,-58.324775
ERUGA,-0.817833333,-48.83383333
KP104,-22.97557778,-47.35608333
NETNO,-8.766938889,-64.08323889
PV393,-8.770333333,-63.89883333
GEMIX,-10.52674722,-44.15323056
JU019,-6.771833333,-39.20033333
KIMIK,-29.5345,-56.89133333
SP123,-23.58018056,-46.85005833
LOLUK,-8.267333333,-34.7705
SL042,-2.663869444,-44.42598611
DN007,-22.21338611,-51.14818611
TOGON,-20.48033333,-43.707
OGROP,-29.20809444,-50.93132222
JP367,-7.275388889,-34.82444444
EPGAR,-0.412894444,-65.68088611
CTB21,-25.38643611,-49.33531389
BV004,2.665052778,-60.83709722
MILED,-20.18083333,-40.99783333
ARSOS,-3.138680556,-60.22868333
VADIR,-3.18145,-38.23347778
JR009,-23.21107778,-43.30774167
ATM02,-3.291633333,-52.30300556
MOMDO,-9.651611753,-48.16351752
ISNIL,-27.33684722,-51.22213056
SC002,-23.0505,-43.7765
DIGUM,-4.455377778,-64.395775
NF019,-26.78108333,-48.48986111
FZ384,-3.80516666,-38.42483332
CN427,-17.72736111,-48.36513889
PL004,-9.394633333,-40.47524722
CR008,-18.977725,-57.87065
SN361,-2.467166667,-55.0665
UBNUR,-22.55501944,-40.09286111
SN366,-2.437666667,-54.88566667
GU001,-25.42813056,-51.61179167
PV021,-8.864344444,-63.75603056
GW023,-22.787975,-45.21528611
KUGOV,-8.181627778,-34.67685278
PF011,-28.232825,-52.58637222
